"run","column","lag","mumax","od0","odmax","residual","well","plate","row","strain","temperature"
2,10,41.8993126613099,0.00871632020582115,-0.30250000010039,0.601545455638587,2.04632207161197,"C10","Plate 02","C","PB1149",29
2,11,44.3256115872667,0.0676919463148756,-0.349999999990383,0.768923076923077,0.0447955620201716,"A11","Plate 02","A","HK104",29
2,11,69.6929229674946,0.154656963719951,-0.126749999961162,0.816,0.924618760056968,"H11","Plate 02","H","HK104",29
2,11,72.6654502873867,0.144295333682024,-0.155499999841421,0.767538461545844,1.11813673032553,"B11","Plate 02","B","HK104",29
2,11,54.9194958002551,0.0617134293032487,-0.350500000020465,0.742181818181818,0.0504968345618345,"E11","Plate 02","E","HK104",29
2,11,65.8419656631629,0.122804539593559,-0.20325000000336,0.740153846153846,0.420235909473634,"F11","Plate 02","F","HK104",29
2,11,39.7798956332518,0.0519500797151744,-0.29800000001115,0.749,0.0363597915180341,"C11","Plate 02","C","HK104",29
2,11,64.122807809196,0.112826670185203,-0.231250000002273,0.749923076919813,0.295131133613141,"G11","Plate 02","G","HK104",29
2,11,53.4377162617883,0.11090784864005,-0.04375,0.762,0.03196675,"D11","Plate 02","D","HK104",29
2,12,13.0443778091011,0.0013815497161962,0.9075,0.895866666670737,0.00388393777746408,"A12","Plate 02","A","S-media",29
2,12,36.8583482954119,0.000232214517171869,0.893500000067777,0.892818181997566,0.00722333474587052,"B12","Plate 02","B","S-media",29
2,12,103.962580999496,0.00138155143324833,0.891,0.892400000004877,0.00542875999975033,"F12","Plate 02","F","S-media",29
2,12,35.0000001020891,-1.81762348228087e-11,0.909,0.909818181944236,5.36528937996034e-05,"H12","Plate 02","H","S-media",29
2,12,137.756869604118,0.00460517575018716,0.891,0.893066666673796,0.005328849027762,"C12","Plate 02","C","S-media",29
2,12,37.4558334141819,0.000937885869584567,0.905500000018983,0.906090909228656,0.00332309506516501,"E12","Plate 02","E","S-media",29
2,12,39.1833189026262,0.00190686743064162,0.909000000003533,0.904909091050545,0.00516823143083191,"G12","Plate 02","G","S-media",29
2,12,37.040254675303,0.000717708382482137,0.896500000028952,0.897363636528761,0.00485883886912498,"D12","Plate 02","D","S-media",29
2,2,56.6153846154225,0.0898008186267678,-0.285,0.711153846153846,0.0447576923076923,"B2","Plate 02","B","AF16",29
